"('timestamp', '')","('open', 'AUDUSD=X')","('high', 'AUDUSD=X')","('low', 'AUDUSD=X')","('close', 'AUDUSD=X')","('volume', 'AUDUSD=X')"
2025-05-26,0.6502500176429749,0.6537613868713379,0.6494518518447876,0.6501189470291138,0
2025-05-27,0.6480587720870972,0.6496999263763428,0.6435200572013855,0.6481007933616638,0
2025-05-28,0.6448201537132263,0.645599901676178,0.6410790681838989,0.6447120904922485,0
2025-05-29,0.6421782970428467,0.6461000442504883,0.6409299373626709,0.6425207257270813,0
2025-05-30,0.6444793939590454,0.6452487111091614,0.6408100128173828,0.6445998549461365,0
2025-06-02,0.644321620464325,0.6500297784805298,0.644321620464325,0.644321620464325,0
2025-06-03,0.6498992443084717,0.6499288082122803,0.6449299454689026,0.6498401165008545,0
2025-06-04,0.646508514881134,0.6504064798355103,0.6451700329780579,0.646608829498291,0
2025-06-05,0.649000883102417,0.6538999080657959,0.6486501693725586,0.6490682363510132,0
2025-06-06,0.6511306762695312,0.6518055200576782,0.6480200886726379,0.6510501503944397,0
2025-06-09,0.6499499678611755,0.6534299254417419,0.6494801044464111,0.6500217914581299,0
2025-06-10,0.6516500115394592,0.6532958745956421,0.6490998268127441,0.6518101692199707,0
2025-06-11,0.6528992056846619,0.6545102000236511,0.6498992443084717,0.6527202129364014,0
2025-06-12,0.65093994140625,0.6532899141311646,0.6477598547935486,0.6509501338005066,0
2025-06-13,0.6527500152587891,0.6527500152587891,0.645999014377594,0.6527999043464661,0
2025-06-16,0.6491188406944275,0.6554798483848572,0.6467301249504089,0.6499997973442078,0
2025-06-17,0.6512202024459839,0.6543988585472107,0.6503100991249084,0.6511001586914062,0
2025-06-18,0.6481200456619263,0.652400016784668,0.6478798985481262,0.6479797959327698,0
2025-06-19,0.6507502198219299,0.6510840654373169,0.6447299718856812,0.6507408618927002,0
2025-06-20,0.6486388444900513,0.6496037244796753,0.6452487111091614,0.6488786935806274,0
2025-06-23,0.6447203755378723,0.6447203755378723,0.6373498439788818,0.6446704864501953,0
2025-06-24,0.6480041146278381,0.6518309712409973,0.6472098231315613,0.6477800011634827,0
2025-06-25,0.6495100855827332,0.6510001420974731,0.6485698223114014,0.6495999097824097,0
2025-06-26,0.6520698666572571,0.6558998227119446,0.6511200666427612,0.6523114442825317,0
2025-06-27,0.6548101902008057,0.6563001871109009,0.65237957239151,0.654630184173584,0
2025-06-30,0.6533812284469604,0.6572288274765015,0.652400016784668,0.6533215045928955,0
2025-07-01,0.6576697826385498,0.6592826843261719,0.6557299494743347,0.6578081846237183,0
2025-07-02,0.6579899787902832,0.6585012674331665,0.6545016765594482,0.6583105325698853,0
2025-07-03,0.6583278179168701,0.6586999297142029,0.6538199782371521,0.6582901477813721,0
2025-07-04,0.6572461128234863,0.6581199169158936,0.6548359990119934,0.6554583311080933,0
